0,1,2,3,4,5,6,7,8,9,10,11,stress_level
0.14885615496364601,-0.5368539853811132,-0.035661908316356294,-0.02265398931399326,0.005550590396290467,0.00515622957977549,0.1409598693895047,0.006383731079648014,0.04501028009538466,-0.09091687034225837,-0.09366671608080113,0.1171515375895614,1
-1.234251508556402,0.05040648882159371,0.17598624093083104,-0.01211940384114657,-0.039022523549225696,0.06620635318645315,-0.28988964027063113,0.0050048929747184,-0.08853946067670204,0.1628506485042781,0.0453931819699642,-0.01417496668681572,2
0.18280268903126276,-0.5394735142454105,-0.1956694453284733,-0.06256638713137835,-0.001540793670165852,-0.12235732693215912,0.08248889855062287,0.16442304308693334,0.14659300609445935,-0.05020521236391065,-0.011978738403619127,0.062376414913655184,1
-1.01105183159117,0.11263452209819619,0.10417631444405773,-0.017508919625180475,0.1650825892767816,-0.08426798611190633,-0.10831239531656467,-0.04812898696810114,-0.10773868876261927,0.06311400877380116,-0.01222079305490728,-0.013529138809996281,2
0.018227089786959194,0.4954273636359222,-0.023227993628595067,-0.46822858688689756,0.7558114570970995,-0.14865850724013097,-0.004213892653660067,-0.19886146190968856,-0.40308457836402556,-0.26377935995116475,0.3109207058333505,0.2866864327330245,1
-1.1162776336066171,0.0624665057339735,0.17500516466550176,-0.020535390928723196,0.2469740826313162,0.0540300214311937,0.13158817201784892,0.0807429028995788,-0.19735576361608476,0.0031238824543112775,-0.05598753354457334,-0.02878178858857396,2
1.0515837635178578,0.1764178579458382,0.167875220543672,-0.020828593975066367,0.018532418154672436,-0.01851569740871653,0.08353547604878674,-0.08080050963689084,0.10420945479483545,-0.08187956272289365,-0.052550170974088956,-0.07752393136276575,0
-1.2660625504431189,0.0284942771365706,0.02553356887178171,-0.00029764689546668555,0.05482149687870236,0.09296168344631547,0.030015178210330284,0.14120972049515565,0.07561081893167432,0.15319274414222342,-0.07019035656489234,-0.10917752951783102,2
0.27024175538478723,-0.6542151748909814,0.05063349312615206,-0.11928604873315674,-0.12442818485438328,-0.16499477104718177,0.0926897879067873,-0.07500503007898263,-0.09742117995193222,-0.026273744255870313,0.09863125678079843,0.08267030540442177,1
-1.0404254939910378,0.17325287383588772,0.10878642292470975,-0.22802759908680376,-0.12241198946892368,-0.17241040442564462,0.023566595345101832,-0.04470191328812162,0.08689346572110523,0.016169655014840884,0.3979435229865183,-0.4412170098104409,1
-1.2619456415072883,-0.005109999428399181,-0.014643580956932745,-0.014121013703664365,0.1077317518354271,-0.05379453537589296,-0.08261597941621857,0.011042403965456582,-0.07801475883338338,-0.03596790284133944,-0.022184761129889347,-0.14708249674904633,2
-1.1985073013119036,0.0186005999236723,0.10544727275596344,0.04838462928757287,0.16393406066579527,-0.042913242951189146,-0.11073026345392684,-0.09306603549395465,0.14798055429803447,-0.18188918872609733,0.0053236136133062995,0.017472278884119175,2
1.2282240394757122,0.24256504970617843,0.1340501231806619,0.02608314266498668,-0.05276724980971352,-0.17181350111681912,0.10945980517064603,0.06290739373268006,-0.16631690799734344,-0.04025778228474042,0.02351924003425969,-0.06824105889060347,0
-0.21314889656925556,0.5330783124760698,-0.5447831875532481,-0.20427820522048928,-0.38777557899193904,-0.5935040734402279,-0.07057656452187128,0.32448400952250095,-0.3515311092371649,0.25902787307624725,0.0778066938095705,-0.09409785223774932,2
1.171752271944356,0.1902429131655412,0.07839322377046143,0.05316023012541127,0.018051152162228905,0.06668803788748437,-0.08642802712546621,0.035720423658584965,0.0940385210230642,0.13436172806363755,-0.11312307124386245,-0.09769224556525859,0
0.11842472754452465,-0.5598505013081969,-0.16990745023503528,-0.15839133911862008,-0.09233313227808176,-0.05767564089296043,0.1380944221319354,-0.15178599494552802,0.024904502900712222,0.045302222995509095,-0.04352950172114367,-0.048897238388458976,1
1.1892269528261876,0.21297201834821222,0.2748089277445145,-0.0953127553856109,0.09783503708244445,0.00477186322937137,0.04357840669015589,0.03367110946978308,0.051828621945268605,0.021501278565738385,-0.16387741464962813,0.08101427772387401,0
1.1776548467968808,0.1920947469763774,0.07500800762908177,-0.05015775746619344,0.031702741711131625,-0.0018170394313003768,0.07370442517637031,0.24027075136846204,-0.04446491315462042,0.13850720594201216,-0.08951506782064628,0.08999792674826276,0
0.25805466769560126,-0.6886279705316019,-0.004401784497163996,-0.0744575759030972,0.024800266615475963,-0.2222608755718753,-0.13465974424708066,0.029422056025327936,-0.03907811044857179,0.007153110924244671,0.0866235170665072,0.003933028237085266,1
-1.3712437246036273,0.009943042118949696,0.14750088433440833,-0.03861579119894626,-0.017594987666800954,0.12109807339841858,0.14659552904963802,0.3064310512999918,-0.10809994958229163,0.09379691423562572,-0.007275210491819589,-0.018489025358816934,2
1.2743044983915346,0.2526576141177599,0.16966713556306434,-0.025860066849337227,0.04176091528258218,0.05650869616278795,0.002022907035808791,0.07996932888277053,0.03364340820702061,0.08291871211662627,-0.17896483436841576,-0.04665000637392653,0
-1.2405299408355779,0.07375799166834751,0.07174477631611675,0.09741775007937395,0.0016882352132202016,0.010089525818666262,0.1332187829144722,0.0062826399712818115,0.0012230213326712702,0.07016418452521464,0.005099834314930746,-0.06754351106547145,2
